"YEAR","MONTH","DATE","SBC_SITE","LOCATION","COUNT","ACTIVITY","NOTES"
2010,3,"2010-03-12","ABUR","ABUR",0,.,.
2010,3,"2010-03-12","GOLB","GOLB",0,.,.
2010,3,"2010-03-15","MOHK","MOHK",0,.,.
2010,3,"2010-03-17","AHND","AHND",0,.,.
2010,3,"2010-03-17","AHND","AHND",0,.,.
2010,3,"2010-03-17","AHND","AHND",0,.,.
2010,3,"2010-03-17","AHND","AHND",0,.,.
2010,3,"2010-03-19","NAPL","NAPL",0,.,.
2010,3,"2010-03-22","Refugio","REFUGIO",1,"FEEDING",.
2010,3,"2010-03-22","NAPL","NAPL",1,"RAFTING",.
2010,3,"2010-03-23","MOHK","MOHK",0,.,.
2010,3,"2010-03-29","ABUR","ABUR",0,.,.
2010,3,"2010-03-29","MOHK","MOHK",0,.,.
2010,4,"2010-04-06","AQUE","AQUE",0,.,.
2010,4,"2010-04-08","ABUR","ABUR",0,.,.
2010,4,"2010-04-08","MOHK","MOHK",0,.,.
2010,4,"2010-04-19","NAPL","NAPL",0,.,.
2010,4,"2010-04-20","MOHK","MOHK",0,.,.
2010,4,"2010-04-23","CARP","CARP",0,.,.
2010,4,"2010-04-26","AQUE","AQUE",0,.,.
2010,4,"2010-04-27","NAPL","NAPL",0,.,.
2010,5,"2010-05-03","ABUR","ABUR",0,.,.
2010,5,"2010-05-03","MOHK","MOHK",0,.,.
2010,5,"2010-05-05","MOHK","MOHK",0,.,.
2010,5,"2010-05-07","AQUE","AQUE",0,.,.
2010,5,"2010-05-07","NAPL","NAPL",0,.,.
2010,5,"2010-05-14","CARP","CARP",0,.,.
2010,5,"2010-05-19","MOHK","MOHK",0,.,.
2010,5,"2010-05-26","CARP","CARP",0,.,.
2010,5,"2010-05-26","MOHK","MOHK",0,.,.
2010,6,"2010-06-01","AQUE","AQUE",0,.,.
2010,6,"2010-06-04","MOHK","MOHK",0,.,.
2010,6,"2010-06-04","MOHK","MOHK",0,.,.
2010,6,"2010-06-07","SCDI","SCDI",0,.,.
2010,6,"2010-06-07","SCTW","SCTW",0,.,.
2010,6,"2010-06-09","CARP","CARP",0,.,.
2010,6,"2010-06-09","CARP","CARP",0,.,.
2010,6,"2010-06-10","MOHK","MOHK",0,.,.
2010,6,"2010-06-10","MOHK","MOHK",0,.,.
2010,6,"2010-06-11","NAPL","NAPL",0,.,.
2010,6,"2010-06-11","NAPL","NAPL",0,.,.
2010,6,"2010-06-14","MOHK","MOHK",0,.,.
2010,6,"2010-06-14","MOHK","MOHK",0,.,.
2010,6,"2010-06-15","AQUE","AQUE",0,.,.
2010,6,"2010-06-15","AQUE","AQUE",0,.,.
2010,6,"2010-06-17","NAPL","NAPL",0,.,.
2010,6,"2010-06-17","NAPL","NAPL",0,.,.
2010,6,"2010-06-22","AHND","AHND",1,"RAFTING","IN KELP BED"
2010,6,"2010-06-22","AHND","AHND",1,"RAFTING",.
2010,6,"2010-06-22","AQUE","AQUE",0,.,.
2010,6,"2010-06-22","BULL","BULL",0,.,.
2010,6,"2010-06-23","GOLB","GOLB",0,.,.
2010,6,"2010-06-23","GOLB","GOLB",0,.,.
2010,6,"2010-06-24","IVEE","IVEE",0,.,.
2010,6,"2010-06-24","IVEE","IVEE",0,.,.
2010,6,"2010-06-28","CARP","CARP",0,.,.
2010,6,"2010-06-28","CARP","CARP",0,.,.
2010,7,"2010-07-01","ABUR","ABUR",0,.,.
2010,7,"2010-07-01","ABUR","ABUR",0,.,.
2010,7,"2010-07-01","MOHK","MOHK",0,.,.
2010,7,"2010-07-02","MOHK","MOHK",0,.,.
2010,7,"2010-07-02","MOHK","MOHK",0,.,.
2010,7,"2010-07-06","CARP","CARP",0,.,.
2010,7,"2010-07-06","CARP","CARP",0,.,.
2010,7,"2010-07-07","AQUE","AQUE",0,.,.
2010,7,"2010-07-07","AQUE","AQUE",0,.,.
2010,7,"2010-07-09","NAPL","NAPL",0,.,.
2010,7,"2010-07-09","NAPL","NAPL",0,.,.
2010,7,"2010-07-13","IVEE","IVEE",1,"RAFTING",.
2010,7,"2010-07-13","IVEE","IVEE",1,"RAFTING",.
2010,7,"2010-07-13","NAPL","NAPL",0,.,.
2010,7,"2010-07-16","MOHK","MOHK",0,.,.
2010,7,"2010-07-16","MOHK","MOHK",0,.,.
2010,7,"2010-07-19","CARP","CARP",0,.,.
2010,7,"2010-07-19","CARP","CARP",0,.,.
2010,7,"2010-07-20","ABUR","ABUR",0,.,.
2010,7,"2010-07-20","ABUR","ABUR",0,.,.
2010,7,"2010-07-20","IVEE","IVEE",0,.,.
2010,7,"2010-07-20","ABUR","ABUR",0,.,.
2010,7,"2010-07-20","GOLB","GOLB",0,.,.
2010,7,"2010-07-20","GOLB","GOLB",0,.,.
2010,7,"2010-07-21","CARP","CARP",0,.,.
2010,7,"2010-07-21","CARP","CARP",0,.,.
2010,7,"2010-07-21","CARP","CARP",0,.,.
2010,7,"2010-07-22","AQUE","AQUE",0,.,.
2010,7,"2010-07-22","AQUE","AQUE",0,.,.
2010,7,"2010-07-22","AQUE","AQUE",0,.,.
2010,7,"2010-07-22","IVEE","IVEE",0,.,.
2010,7,"2010-07-23","MOHK","MOHK",0,.,.
2010,7,"2010-07-23","MOHK","MOHK",0,.,.
2010,7,"2010-07-23","MOHK","MOHK",0,.,.
2010,7,"2010-07-26","BULL","BULL",0,.,.
2010,7,"2010-07-26","BULL","BULL",0,.,.
2010,7,"2010-07-26","AHND","AHND",0,.,.
2010,7,"2010-07-26","AHND","AHND",0,.,.
2010,7,"2010-07-27","NAPL","NAPL",0,.,.
2010,7,"2010-07-27","NAPL","NAPL",0,.,.
2010,7,"2010-07-27","NAPL","NAPL",0,.,.
2010,7,"2010-07-27","NAPL","NAPL",0,.,.
2010,7,"2010-07-28","NAPL","NAPL",0,.,.
2010,7,"2010-07-28","NAPL","NAPL",0,.,.
2010,7,"2010-07-28","NAPL","NAPL",0,.,.
2010,7,"2010-07-29","SCDI","SCDI",0,.,.
2010,7,"2010-07-29","SCDI","SCDI",0,.,.
2010,7,"2010-07-29","SCDI","SCDI",0,.,.
2010,7,"2010-07-29","SCTW","SCTW",0,.,.
2010,7,"2010-07-29","SCTW","SCTW",0,.,.
2010,8,"2010-08-04","MOHK","MOHK",0,.,.
2010,8,"2010-08-04","MOHK","MOHK",0,.,.
2010,8,"2010-08-05","ABUR","ABUR",0,.,.
2010,8,"2010-08-05","ABUR","ABUR",0,.,.
2010,8,"2010-08-09","AQUE","AQUE",0,.,.
2010,8,"2010-08-09","AQUE","AQUE",0,.,.
2010,8,"2010-08-09","NAPL","NAPL",0,.,.
2010,8,"2010-08-16","AHND","AHND",0,.,.
2010,8,"2010-08-16","AHND","AHND",0,.,.
2010,8,"2010-08-16","NAPL","NAPL",0,.,.
2010,8,"2010-08-17","AQUE","AQUE",0,.,.
2010,8,"2010-08-17","AQUE","AQUE",0,.,.
2010,8,"2010-08-17","MOHK","MOHK",0,.,.
2010,8,"2010-08-17","MOHK","MOHK",0,.,.
2010,8,"2010-08-19","ABUR","ABUR",0,.,.
2010,8,"2010-08-19","ABUR","ABUR",0,.,.
2010,8,"2010-08-19","GOLB","GOLB",0,.,.
2010,8,"2010-08-19","GOLB","GOLB",0,.,.
2010,8,"2010-08-25","CARP","CARP",0,.,.
2010,8,"2010-08-25","CARP","CARP",0,.,.
2010,9,"2010-09-01","ABUR","ABUR",0,.,.
2010,9,"2010-09-01","MOHK","MOHK",0,.,.
2010,9,"2010-09-03","CARP","CARP",0,.,.
2010,9,"2010-09-07","MOHK","MOHK",0,.,.
2010,9,"2010-09-07","NAPL","NAPL",0,.,.
2010,9,"2010-09-08","MOHK","MOHK",0,.,.
2010,9,"2010-09-09","AQUE","AQUE",0,.,.
2010,9,"2010-09-21","NAPL","NAPL",0,.,.
2010,9,"2010-09-24","SCDI","DIABLO",0,.,.
2010,9,"2010-09-24","SCDI","FRY'S 1",0,.,.
2010,9,"2010-09-24","SCDI","FRY'S 2",0,.,.
2010,9,"2010-09-24","SCDI","FRY'S 3",0,.,.
2010,9,"2010-09-27","SCDI","BC 1",0,.,.
2010,9,"2010-09-27","SCDI","BC 2",0,.,.
2010,9,"2010-09-27","SCDI","BC POINT",0,.,.
2010,10,"2010-10-04","MOHK","MOHK",0,.,.
2010,10,"2010-10-07","SCDI","FERN 1",0,.,.
2010,10,"2010-10-07","SCDI","FERN O",0,.,.
2010,10,"2010-10-07","SCTW","TWIN W",0,.,.
2010,10,"2010-10-07","SCTW","TWIN E",0,.,.
2010,10,"2010-10-08","AQUE","AQUE",0,.,.
2010,10,"2010-10-11","ABUR","ABUR",0,.,.
2010,10,"2010-10-11","ABUR","ABUR",0,.,.
2010,10,"2010-10-11","MOHK","MOHK",0,.,.
2010,10,"2010-10-12","NAPL","NAPL",0,.,.
2010,10,"2010-10-13","AQUE","AQUE",0,.,.
2010,10,"2010-10-14","CARP","CARP",0,.,.
2010,10,"2010-10-20","SCDI","BC 1",0,.,.
2010,10,"2010-10-29","AQUE","AQUE",0,.,.
2010,10,"2010-10-29","MOHK","MOHK",0,.,.
2010,11,"2010-11-01","ABUR","ABUR",0,.,.
2010,11,"2010-11-02","AQUE","AQUE",0,.,.
2010,11,"2010-11-05","MOHK","MOHK",0,.,.
2010,11,"2010-11-16","SCDI","DIABLO",0,.,.
2010,11,"2010-11-17","NAPL","NAPL",0,.,.
2010,11,"2010-11-18","MOHK","MOHK",0,.,.
2010,11,"2010-11-19","AQUE","AQUE",0,.,.
2010,11,"2010-11-30","SCDI","FRY'S 1",0,.,.
2010,11,"2010-11-30","SCDI","FRY'S 2",0,.,.
2010,11,"2010-11-30","SCDI","FRY'S 3",0,.,.
2010,11,"2010-11-30","SCDI","DIABLO",0,.,.
2010,11,"2010-11-30","SCDI","FERN 1",0,.,.
2010,11,"2010-11-30","SCDI","FERN O",0,.,.
2010,11,"2010-11-30","SCDI","BC 1",0,.,.
2010,11,"2010-11-30","SCDI","BC 2",0,.,.
2010,11,"2010-11-30","SCDI","BC POINT",0,.,.
2010,11,"2010-11-30","SCTW","TWIN E",0,.,.
2010,11,"2010-11-30","SCTW","TWIN W",0,.,.
2010,12,"2010-12-01","SCDI","DIABLO",0,.,.
2010,12,"2010-12-07","AQUE","AQUE",0,.,.
2010,12,"2010-12-14","NAPL","NAPL",0,.,.
2010,12,"2010-12-14","IVEE","IVEE",0,.,.
2010,12,"2010-12-14","GOLB","GOLB",0,.,.
2011,1,"2011-01-04","MOHK","MOHK",0,.,.
2011,1,"2011-01-07","MOHK","MOHK",0,.,.
2011,1,"2011-01-10","NAPL","NAPL",0,.,.
2011,1,"2011-01-11","AQUE","AQUE",0,.,.
2011,1,"2011-01-12","MOHK","MOHK",0,.,.
2011,1,"2011-01-21","BULL","BULL",0,.,.
2011,1,"2011-01-21","ALE","ALEGRIA",0,.,.
2011,1,"2011-01-21","AHND","AHND",0,.,.
2011,1,"2011-01-27","SCDI","DIABLO",0,.,.
2011,1,"2011-01-27","SCTW","TWIN W",0,.,.
2011,2,"2011-02-01","AQUE","AQUE",0,.,.
2011,2,"2011-02-22","NAPL","NAPL",0,.,.
2011,2,"2011-02-28","NAPL","NAPL",0,.,.
2011,3,"2011-03-01","MOHK","MOHK",0,.,.
2011,3,"2011-03-03","AQUE","AQUE",0,.,.
2011,3,"2011-03-03","NAPL","NAPL",0,.,.
2011,3,"2011-03-04","ABUR","ABUR",0,.,.
2011,3,"2011-03-04","MOHK","MOHK",0,.,.
2011,3,"2011-03-11","CARP","CARP",0,.,.
2011,3,"2011-03-31","ABUR","ABUR",0,.,.
2011,3,"2011-03-31","CARP","CARP",0,.,.
2011,4,"2011-04-01","MOHK","MOHK",0,.,.
2011,4,"2011-04-04","AQUE","AQUE",0,.,.
2011,4,"2011-04-07","CARP","CARP",0,.,.
2011,4,"2011-04-12","MOHK","MOHK",0,.,.
2011,4,"2011-04-13","AQUE","AQUE",0,.,.
2011,4,"2011-04-14","CARP","CARP",0,.,.
2011,4,"2011-04-15","NAPL","NAPL",0,.,.
2011,4,"2011-04-21","ABUR","ABUR",0,.,.
2011,4,"2011-04-27","CARP","CARP",0,.,.
2011,4,"2011-04-28","MOHK","MOHK",0,.,.
2011,5,"2011-05-02","MOHK","MOHK",0,.,.
2011,5,"2011-05-02","ABUR","ABUR",0,.,.
2011,5,"2011-05-04","AQUE","AQUE",0,.,.
2011,5,"2011-05-04","GOLB","GOLB",0,.,.
2011,5,"2011-05-25","NAPL","NAPL",0,.,.
2011,5,"2011-05-26","MOHK","MOHK",0,.,.
2011,5,"2011-05-31","CARP","CARP",0,.,.
2011,6,"2011-06-01","AQUE","AQUE",0,.,.
2011,6,"2011-06-02","MOHK","MOHK",0,.,.
2011,6,"2011-06-07","ABUR","ABUR",0,.,.
2011,6,"2011-06-07","MOHK","MOHK",0,.,.
2011,6,"2011-06-08","AQUE","AQUE",0,.,.
2011,6,"2011-06-14","NAPL","NAPL",0,.,.
2011,6,"2011-06-15","CARP","CARP",0,.,.
2011,6,"2011-06-16","NAPL","NAPL",0,.,.
2011,6,"2011-06-16","IVEE","IVEE",0,.,.
2011,6,"2011-06-17","GOLB","GOLB",0,.,.
2011,6,"2011-06-17","OTHER","OTHER",0,.,.
2011,6,"2011-06-22","BULL","BULL",0,.,.
2011,6,"2011-06-22","AHND","AHND",0,.,.
2011,6,"2011-06-23","GOLB","GOLB",0,.,.
2011,6,"2011-06-28","GOLB","GOLB",0,.,.
2011,6,"2011-06-29","AQUE","AQUE",0,.,.
2011,6,"2011-06-29","MOHK","MOHK",0,.,.
2011,6,"2011-06-30","GOLB","GOLB",0,.,.
2011,7,"2011-07-01","GOLB","GOLB",0,.,.
2011,7,"2011-07-07","MOHK","MOHK",0,.,.
2011,7,"2011-07-07","ABUR","ABUR",0,.,.
2011,7,"2011-07-08","AQUE","AQUE",0,.,.
2011,7,"2011-07-14","GOLB","GOLB",0,.,.
2011,7,"2011-07-18","CARP","CARP",0,.,.
2011,7,"2011-07-18","CARP","CARP",0,.,.
2011,7,"2011-07-19","NAPL","NAPL",0,.,.
2011,7,"2011-07-19","NAPL","NAPL",0,.,.
2011,7,"2011-07-20","MOHK","MOHK",0,.,.
2011,7,"2011-07-20","ABUR","ABUR",0,.,.
2011,7,"2011-07-20","MOHK","MOHK",0,.,.
2011,7,"2011-07-21","NAPL","NAPL",0,.,.
2011,7,"2011-07-21","AQUE","AQUE",0,.,.
2011,7,"2011-07-22","AQUE","AQUE",0,.,.
2011,7,"2011-07-22","CARP","CARP",0,.,.
2011,7,"2011-07-25","BULL","BULL",0,.,.
2011,7,"2011-07-25","AQUE","AQUE",0,.,.
2011,7,"2011-07-25","BULL","BULL",0,.,.
2011,7,"2011-07-25","AHND","AHND",0,.,.
2011,7,"2011-07-26","SCTW","TWIN W",0,.,.
2011,7,"2011-07-26","SCDI","DIABLO",0,.,.
2011,7,"2011-07-26","IVEE","IVEE",0,.,.
2011,7,"2011-07-26","GOLB","GOLB",0,.,.
2011,7,"2011-07-27","SCTW","SCTW",0,.,.
2011,8,"2011-08-02","GOLB","GOLB",0,.,.
2011,8,"2011-08-03","ABUR","ABUR",0,.,.
2011,8,"2011-08-03","MOHK","MOHK",0,.,.
2011,8,"2011-08-08","GOLB","GOLB",0,.,.
2011,8,"2011-08-17","SCDI","BC 1",0,.,.
2011,8,"2011-08-17","SCDI","BC 2",0,.,.
2011,8,"2011-08-17","SCDI","BC POINT",0,.,.
2011,8,"2011-08-18","SCTW","TWIN E",0,.,.
2011,8,"2011-08-18","SCTW","TWIN W",0,.,.
2011,8,"2011-08-22","AQUE","AQUE",0,.,.
2011,8,"2011-08-22","MOHK","MOHK",0,.,.
2011,8,"2011-08-23","SCDI","DIABLO",0,.,.
2011,8,"2011-08-23","SCDI","FERN 1",0,.,.
2011,8,"2011-08-23","SCDI","FERN O",0,.,.
2011,8,"2011-08-25","MOHK","MOHK",0,.,.
2011,8,"2011-08-25","MOHK","MOHK",0,.,.
2011,8,"2011-08-30","SCDI","FRY'S 1",0,.,.
2011,8,"2011-08-30","SCDI","FRY'S 2",0,.,.
2011,8,"2011-08-30","SCDI","FRY'S 3",0,.,.
2011,8,"2011-08-31","CARP","CARP",0,.,.
2011,9,"2011-09-06","MOHK","MOHK",0,.,.
2011,9,"2011-09-06","ABUR","ABUR",0,.,.
2011,9,"2011-09-07","AQUE","AQUE",0,.,.
2011,9,"2011-09-08","NAPL","NAPL",0,.,.
2011,9,"2011-09-09","MOHK","MOHK",0,.,.
2011,9,"2011-09-13","GOLB","GOLB",0,.,.
2011,9,"2011-09-14","GOLB","GOLB",0,.,.
2011,9,"2011-09-21","SCTW","SCI",0,.,.
2011,9,"2011-09-26","NAPL","NAPL",0,.,.
2011,9,"2011-09-27","SCTW","TWIN W",0,.,.
2011,10,"2011-10-03","MOHK","MOHK",0,.,.
2011,10,"2011-10-04","ABUR","ABUR",0,.,.
2011,10,"2011-10-04","IVEE","DEVEREAUX",0,.,.
2011,10,"2011-10-07","AQUE","AQUE",0,.,.
2011,10,"2011-10-07","IVEE","IVEE",0,.,.
2011,10,"2011-10-11","SCTW","SCI",0,.,.
2011,10,"2011-10-13","IVEE","IVEE",0,.,.
2011,10,"2011-10-14","IVEE","IVEE",0,.,.
2011,10,"2011-10-17","CARP","CARP",0,.,.
2011,10,"2011-10-18","SCTW","SCI",0,.,.
2011,10,"2011-10-19","MOHK","MOHK",0,.,.
2011,10,"2011-10-20","AQUE","AQUE",0,.,.
2011,10,"2011-10-20","NAPL","NAPL",0,.,.
2011,10,"2011-10-21","CARP","CARP",0,.,.
2011,10,"2011-10-24","GOLB","GOLB",0,.,.
2011,10,"2011-10-25","NAPL","NAPL",0,.,.
2011,10,"2011-10-26","IVEE","IVEE",1,"RAFTING",.
2011,10,"2011-10-27","IVEE","IVEE",0,.,.
2011,10,"2011-10-28","IVEE","IVEE",0,.,.
2011,10,"2011-10-28","GOLB","GOLB",0,.,.
2011,10,"2011-10-30","GOLB","GOLB",0,.,.
2011,11,"2011-11-01","ABUR","ABUR",0,.,.
2011,11,"2011-11-01","MOHK","MOHK",0,.,.
2011,11,"2011-11-02","AQUE","AQUE",0,.,.
2011,11,"2011-11-17","GOLB","GOLB",0,.,.
2011,11,"2011-11-18","ABUR","ABUR",0,.,.
2011,11,"2011-11-28","CARP","CARP",0,.,.
2011,11,"2011-11-29","MOHK","MOHK",0,.,.
2011,11,"2011-11-30","NAPL","NAPL",0,.,.
2011,12,"2011-12-05","ABUR","ABUR",0,.,.
2011,12,"2011-12-05","GOLB","GOLB",0,.,.
2011,12,"2011-12-08","AQUE","AQUE",0,.,.
2011,12,"2011-12-16","MOHK","MOHK",0,.,.
2011,12,"2011-12-20","ABUR","ABUR",0,.,.
2011,12,"2011-12-21","ABUR","ABUR",0,.,.
2011,12,"2011-12-21","MOHK","MOHK",0,.,.
2011,12,"2011-12-22","ABUR","ABUR",0,.,.
2012,1,"2012-01-05","AQUE","AQUE",0,.,.
2012,1,"2012-01-05","NAPL","NAPL",0,.,.
2012,1,"2012-01-10","MOHK","MOHK",0,.,.
2012,1,"2012-01-11","ABUR","ABUR",0,.,.
2012,1,"2012-01-17","CARP","CARP",0,.,.
2012,1,"2012-01-18","NAPL","NAPL",0,.,.
2012,1,"2012-01-19","NAPL","NAPL",0,.,.
2012,1,"2012-01-19","IVEE","IVEE",0,.,.
2012,1,"2012-01-20","IVEE","IVEE",0,.,.
2012,1,"2012-01-20","GOLB","GOLB",0,.,.
2012,1,"2012-01-25","MOHK","MOHK",0,.,.
2012,1,"2012-01-30","ABUR","ABUR",0,.,.
2012,1,"2012-01-30","MOHK","MOHK",0,.,.
2012,1,"2012-01-31","ABUR","ABUR",0,.,.
2012,1,"2012-01-31","MOHK","MOHK",0,.,.
2012,2,"2012-02-01","AQUE","AQUE",1,"RAFTING",.
2012,2,"2012-02-06","ABUR","ABUR",0,.,.
2012,2,"2012-02-06","MOHK","MOHK",0,.,.
2012,2,"2012-02-14","MOHK","MOHK",0,.,.
2012,2,"2012-02-14","ABUR","ABUR",0,.,.
2012,2,"2012-02-15","MOHK","MOHK",0,.,.
2012,2,"2012-02-15","ABUR","ABUR",0,.,.
2012,2,"2012-02-22","BULL","BULL",1,"RAFTING",.
2012,2,"2012-02-22","AHND","AHND",1,"RAFTING",.
2012,2,"2012-02-22","AQUE","AQUE",1,"RAFTING",.
2012,2,"2012-02-23","MOHK","MOHK",0,.,.
2012,2,"2012-02-24","SCTW","SCTW",0,.,.
2012,2,"2012-02-24","SCDI","SCDI",0,.,.
2012,3,"2012-03-05","ABUR","ABUR",0,.,.
2012,3,"2012-03-08","MOHK","MOHK",0,.,.
2012,3,"2012-03-09","AQUE","AQUE",0,.,.
2012,3,"2012-03-13","NAPL","NAPL",0,.,.
2012,3,"2012-03-14","CARP","CARP",0,.,.
2012,3,"2012-03-15","MOHK","MOHK",0,.,.
2012,3,"2012-03-22","AQUE","AQUE",0,.,.
2012,3,"2012-03-22","IVEE","IVEE",0,.,.
2012,4,"2012-04-02","CARP","CARP",0,.,.
2012,4,"2012-04-03","ABUR","ABUR",0,.,.
2012,4,"2012-04-04","NAPL","NAPL",0,.,.
2012,4,"2012-04-04","AQUE","AQUE",0,.,.
2012,4,"2012-04-06","MOHK","MOHK",0,.,.
2012,4,"2012-04-10","MOHK","MOHK",0,.,.
2012,4,"2012-04-13","CARP","CARP",0,.,.
2012,4,"2012-04-16","ABUR","ABUR",0,.,.
2012,4,"2012-04-18","MOHK","MOHK",0,.,.
2012,5,"2012-05-02","ABUR","ABUR",0,.,.
2012,5,"2012-05-03","AQUE","AQUE",0,.,.
2012,5,"2012-05-05","MOHK","MOHK",0,.,.
2012,5,"2012-05-08","NAPL","NAPL",0,.,.
2012,5,"2012-05-09","IVEE","IVEE",0,.,.
2012,5,"2012-05-10","CARP","CARP",0,.,.
2012,5,"2012-05-11","MOHK","MOHK",0,.,.
2012,5,"2012-05-23","CARP","CARP",0,.,.
2012,6,"2012-06-01","MOHK","MOHK",0,.,.
2012,6,"2012-06-07","ABUR","ABUR",0,.,.
2012,6,"2012-06-19","IVEE","IVEE",0,.,.
2012,6,"2012-06-20","NAPL","NAPL",0,.,.
2012,6,"2012-06-21","MOHK","MOHK",0,.,.
2012,6,"2012-06-22","AQUE","AQUE",0,.,.
2012,6,"2012-06-26","GOLB","GOLB",0,.,.
2012,6,"2012-06-29","MOHK","MOHK",0,.,.
2012,6,"2012-06-29","CARP","CARP",0,.,.
2012,7,"2012-07-02","MOHK","MOHK",0,.,.
2012,7,"2012-07-03","ABUR","ABUR",0,.,.
2012,7,"2012-07-03","MOHK","MOHK",0,.,.
2012,7,"2012-07-03","GOLB","GOLB",0,.,.
2012,7,"2012-07-06","SCTW","SCI",0,.,.
2012,7,"2012-07-06","SCTW","SCI",0,.,.
2012,7,"2012-07-06","SCTW","SCTW",0,.,.
2012,7,"2012-07-06","SCDI","DIABLO",0,.,.
2012,7,"2012-07-10","NAPL","NAPL",0,.,.
2012,7,"2012-07-10","AQUE","AQUE",0,.,.
2012,7,"2012-07-12","CARP","CARP",0,.,.
2012,7,"2012-07-13","NAPL","NAPL",0,.,.
2012,7,"2012-07-16","IVEE","IVEE",0,.,.
2012,7,"2012-07-17","ABUR","ABUR",0,.,.
2012,7,"2012-07-17","MOHK","MOHK",0,.,.
2012,7,"2012-07-18","NAPL","NAPL",0,.,.
2012,7,"2012-07-18","NAPL","NAPL",0,.,.
2012,7,"2012-07-19","IVEE","IVEE",0,.,.
2012,7,"2012-07-19","GOLB","GOLB",0,.,.
2012,7,"2012-07-19","IVEE","IVEE",0,.,.
2012,7,"2012-07-20","CARP","CARP",0,.,.
2012,7,"2012-07-20","CARP","CARP",0,.,.
2012,7,"2012-07-23","SCTW","SCI",0,.,.
2012,7,"2012-07-23","SCTW","SCTW",0,.,.
2012,7,"2012-07-23","SCDI","SCDI",0,.,.
2012,7,"2012-07-24","BULL","BULL",4,"RAFTING",.
2012,7,"2012-07-24","AHND","AHND",4,"RAFTING",.
2012,7,"2012-07-25","AQUE","AQUE",0,.,.
2012,7,"2012-07-25","AQUE","AQUE",0,.,.
2012,7,"2012-07-26","IVEE","IVEE",0,.,.
2012,7,"2012-07-31","IVEE","IVEE",0,.,.
2012,8,"2012-08-02","IVEE","IVEE",0,.,.
2012,8,"2012-08-03","MOHK","MOHK",0,.,.
2012,8,"2012-08-08","AQUE","AQUE",0,.,.
2012,8,"2012-08-09","MOHK","MOHK",0,.,.
2012,8,"2012-08-10","IVEE","IVEE",0,.,.
2012,8,"2012-08-14","IVEE","IVEE",0,.,.
2012,8,"2012-08-14","GOLB","GOLB",0,.,.
2012,8,"2012-08-15","CARP","CARP",0,.,.
2012,8,"2012-08-16","NAPL","NAPL",0,.,.
2012,8,"2012-08-16","GOLB","GOLB",0,.,.
2012,8,"2012-08-20","GOLB","GOLETA PIPE",0,.,.
2012,8,"2012-08-20","IVEE","IVEE",0,.,.
2012,8,"2012-08-20","GOLB","GOLETA PIPE",0,.,.
2012,8,"2012-08-21","IVEE","IVEE",0,.,.
2012,8,"2012-08-22","NAPL","NAPL",0,.,.
2012,8,"2012-08-22","NAPL","NAPL",0,.,.
2012,8,"2012-08-24","AQUE","AQUE",0,.,.
2012,8,"2012-08-24","AQUE","AQUE",0,.,.
2012,8,"2012-08-27","CARP","CARP",0,.,.
2012,8,"2012-08-27","CARP","CARP",0,.,.
2012,8,"2012-08-29","MOHK","MOHK",0,.,.
2012,8,"2012-08-30","IVEE","IVEE",0,.,.
2012,9,"2012-09-04","IVEE","IVEE",0,.,.
2012,9,"2012-09-05","CARP","CARP",0,.,.
2012,9,"2012-09-06","MOHK","MOHK",0,.,.
2012,9,"2012-09-06","ABUR","ABUR",0,.,.
2012,9,"2012-09-07","AQUE","AQUE",0,.,.
2012,9,"2012-09-11","SCDI","FERN O",0,.,.
2012,9,"2012-09-11","SCDI","FERN 1",0,.,.
2012,9,"2012-09-11","SCDI","DIABLO",0,.,.
2012,9,"2012-09-13","SCDI","FRY'S 1",0,.,.
2012,9,"2012-09-13","SCDI","FRY'S 2",0,.,.
2012,9,"2012-09-13","SCDI","FRY'S 3",0,.,.
2012,9,"2012-09-17","SCDI","BC POINT",0,.,.
2012,9,"2012-09-17","SCDI","BC 1",0,.,.
2012,9,"2012-09-17","SCDI","BC 2",0,.,.
2012,9,"2012-09-19","SCTW","TWIN W",0,.,.
2012,9,"2012-09-19","SCTW","TWIN E",0,.,.
2012,9,"2012-09-21","IVEE","IVEE",0,.,.
2012,9,"2012-09-24","MOHK","MOHK",0,.,.
2012,9,"2012-09-25","IVEE","IVEE",0,.,.
2012,9,"2012-09-25","NAPL","NAPL",0,.,.
2012,9,"2012-09-26","AQUE","AQUE",0,.,.
2012,9,"2012-09-26","NAPL","NAPL",0,.,.
2012,10,"2012-10-02","CARP","CARP",0,.,.
2012,10,"2012-10-03","AQUE","AQUE",0,.,.
2012,10,"2012-10-10","MOHK","MOHK",0,.,.
2012,10,"2012-10-10","ABUR","ABUR",0,.,.
2012,10,"2012-10-11","IVEE","IVEE",0,.,.
2012,10,"2012-10-12","AQUE","AQUE",0,.,.
2012,10,"2012-10-12","NAPL","NAPL",0,.,.
2012,10,"2012-10-16","SCDI","BC 1",0,.,.
2012,10,"2012-10-19","SCDI","DIABLO",0,.,.
2012,10,"2012-10-21","IVEE","IVEE",0,.,.
2012,10,"2012-10-22","MOHK","MOHK",0,.,.
2012,10,"2012-10-30","SCDI","DIABLO",0,.,.
2012,10,"2012-10-30","SCDI","FRY'S 1",0,.,.
2012,10,"2012-10-30","SCDI","FRY'S 2",0,.,.
2012,10,"2012-10-30","SCDI","FRY'S 3",0,.,.
